name,BCELoss,IsotonicBCE
AF-Q9Y493-F8-model_v4_0,0.8982328,0.9611651
AF-Q92982-F1-model_v4_0,0.8030694,0.31578952
AF-O95486-F1-model_v4_0,0.79487586,0.31578952
AF-Q5SW24-F1-model_v4_0,0.89865994,0.9611651
AF-Q15788-F1-model_v4_0,0.0018663913,0.027272727
AF-A0A0G2JNF4-F1-model_v4_0,0.89909995,0.9611651
AF-Q96JG9-F12-model_v4_0,0.82051474,0.31578952
AF-P35789-F1-model_v4_0,0.89757043,0.9611651
AF-O95405-F1-model_v4_0,0.8965968,0.91818184
AF-Q8N264-F1-model_v4_0,0.8703736,0.40298507
AF-Q8NG41-F1-model_v4_0,0.56431466,0.075630255
AF-Q9ULB4-F1-model_v4_0,0.89731956,0.9611651
AF-Q96FA7-F1-model_v4_0,0.021901438,0.05882353
AF-Q8NFN8-F1-model_v4_0,0.1361579,0.075630255
AF-Q8WZ42-F141-model_v4_0,0.8944842,0.88372093
AF-Q7L590-F1-model_v4_0,0.903053,0.9611651
AF-Q96T59-F1-model_v4_0,0.11322243,0.075630255
AF-P34947-F1-model_v4_0,0.0072961575,0.035714287
AF-Q9Y6R0-F1-model_v4_0,0.0009441589,0.027272727
AF-Q96J94-F1-model_v4_0,0.8865436,0.5
AF-Q15751-F18-model_v4_0,0.26806635,0.075630255
AF-Q13464-F1-model_v4_0,0.8978945,0.9611651
AF-Q7Z7G8-F6-model_v4_0,0.8961135,0.91818184
AF-Q14517-F7-model_v4_0,0.89800376,0.9611651
AF-Q8NEA4-F1-model_v4_0,0.8393673,0.31578952
AF-Q68DH5-F1-model_v4_0,0.8943812,0.88372093
AF-P17676-F1-model_v4_0,0.8038518,0.31578952
AF-Q15111-F1-model_v4_0,0.8912697,0.77319586
AF-Q8N9I5-F1-model_v4_0,0.84936213,0.31578952
AF-Q9BQY4-F1-model_v4_0,0.882726,0.40298507
AF-Q86TL2-F1-model_v4_0,0.89660865,0.91818184
AF-A0A1B0GU71-F1-model_v4_0,0.88685817,0.62068963
AF-Q7Z5P9-F8-model_v4_0,0.8983413,0.9611651
AF-Q9BRQ8-F1-model_v4_0,0.8910159,0.77319586
AF-Q13409-F1-model_v4_0,0.0071070665,0.035714287
AF-Q15366-F1-model_v4_0,0.0012131036,0.027272727
AF-Q0ZLH3-F1-model_v4_0,0.00041787705,0.0
AF-O75200-F1-model_v4_0,0.8984916,0.9611651
AF-Q6NSI4-F1-model_v4_0,0.8832253,0.40298507
AF-P22674-F1-model_v4_0,0.00041525284,0.0
AF-Q504Y3-F1-model_v4_0,0.8965989,0.91818184
AF-Q8TAX0-F1-model_v4_0,0.2895462,0.075630255
AF-Q9Y6C9-F1-model_v4_0,0.89617133,0.91818184
AF-O60931-F1-model_v4_0,0.8960171,0.91818184
AF-Q9Y385-F1-model_v4_0,0.7921913,0.31578952
AF-Q75V66-F1-model_v4_0,0.8994848,0.9611651
AF-Q92736-F2-model_v4_0,0.8994516,0.9611651
AF-Q495Y7-F1-model_v4_0,0.00040446743,0.0
AF-P54277-F1-model_v4_0,0.8228886,0.31578952
AF-Q5FWF4-F1-model_v4_0,0.8667578,0.40298507
AF-P35711-F1-model_v4_0,0.89513797,0.88372093
AF-Q8TE85-F1-model_v4_0,0.032392908,0.05882353
AF-Q9NZE8-F1-model_v4_0,0.82408494,0.31578952
AF-A0A0K0K1B3-F1-model_v4_0,0.897951,0.9611651
AF-P15621-F1-model_v4_0,0.89866495,0.9611651
AF-O00585-F1-model_v4_0,0.8939942,0.88372093
AF-Q9UFD9-F1-model_v4_0,0.8961894,0.91818184
AF-Q86UP3-F9-model_v4_0,0.87871844,0.40298507
AF-Q9H0G5-F1-model_v4_0,0.89624524,0.91818184
AF-Q5SR53-F1-model_v4_0,0.00071416545,0.027272727
AF-Q4G0I0-F1-model_v4_0,0.7816407,0.31578952
AF-Q9Y520-F9-model_v4_0,0.90049773,0.9611651
AF-P48544-F1-model_v4_0,0.89609885,0.91818184
AF-Q8WU08-F1-model_v4_0,0.0007341942,0.027272727
AF-Q8WUW1-F1-model_v4_0,0.8991976,0.9611651
AF-A0A075B6J1-F1-model_v4_0,0.893556,0.86538464
AF-O15049-F1-model_v4_0,0.8959458,0.91818184
AF-P39748-F1-model_v4_0,0.014821459,0.035714287
AF-Q8TAY7-F1-model_v4_0,0.8952721,0.88372093
AF-A0A0B4J2A2-F1-model_v4_0,0.26868996,0.075630255
AF-P54727-F1-model_v4_0,0.86788005,0.40298507
AF-Q9UNY4-F1-model_v4_0,0.8863134,0.5
AF-Q13790-F1-model_v4_0,0.8978281,0.9611651
AF-O76002-F1-model_v4_0,0.8434298,0.31578952
AF-O60303-F1-model_v4_0,0.8957181,0.88372093
AF-Q8NEZ4-F3-model_v4_0,0.89125323,0.77319586
AF-Q6GMV1-F1-model_v4_0,0.71194386,0.075630255
AF-P16220-F1-model_v4_0,0.89129573,0.77319586
AF-P15088-F1-model_v4_0,0.88962275,0.77319586
AF-Q6V9R5-F1-model_v4_0,0.8977563,0.9611651
AF-Q14515-F1-model_v4_0,0.9001428,0.9611651
AF-Q7Z2W9-F1-model_v4_0,0.89446706,0.88372093
AF-P04271-F1-model_v4_0,0.011049242,0.035714287
AF-O15169-F1-model_v4_0,0.8978223,0.9611651
AF-Q8NGN2-F1-model_v4_0,0.85641193,0.31578952
AF-Q9NYG5-F1-model_v4_0,0.00044573247,0.0
AF-A5D8V6-F1-model_v4_0,0.89746594,0.9611651
AF-Q8NGJ6-F1-model_v4_0,0.34802118,0.075630255
AF-Q9P1Z0-F1-model_v4_0,0.034255452,0.05882353
AF-Q96II8-F1-model_v4_0,0.894939,0.88372093
AF-Q8NH49-F1-model_v4_0,0.7975561,0.31578952
AF-O43761-F1-model_v4_0,0.8873733,0.62068963
AF-B9A064-F1-model_v4_0,0.8864519,0.5
AF-Q5JTB6-F1-model_v4_0,0.8957834,0.88372093
AF-P56747-F1-model_v4_0,0.8953236,0.88372093
AF-Q7Z407-F8-model_v4_0,0.90005296,0.9611651
AF-Q9NWY4-F1-model_v4_0,0.4592054,0.075630255
AF-P39059-F1-model_v4_0,0.8978228,0.9611651
AF-O75052-F1-model_v4_0,0.08580342,0.075630255
AF-Q6ZNJ1-F5-model_v4_0,0.89234805,0.86538464
AF-Q15005-F1-model_v4_0,0.8718238,0.40298507
AF-Q6ZU67-F1-model_v4_0,0.23778589,0.075630255
AF-Q8WZ42-F98-model_v4_0,0.89546496,0.88372093
AF-Q6P587-F1-model_v4_0,0.013817731,0.035714287
AF-Q9Y2G4-F1-model_v4_0,0.89790595,0.9611651
AF-Q96SB8-F1-model_v4_0,0.8739644,0.40298507
AF-Q15822-F1-model_v4_0,0.898133,0.9611651
AF-Q14324-F1-model_v4_0,0.8903409,0.77319586
AF-Q3SY69-F1-model_v4_0,0.8978306,0.9611651
AF-Q8N3K9-F15-model_v4_0,0.89189065,0.77319586
AF-P04114-F2-model_v4_0,0.89771444,0.9611651
AF-Q6ZNL6-F1-model_v4_0,0.54888046,0.075630255
AF-Q32P41-F1-model_v4_0,0.0015257827,0.027272727
AF-Q5VUJ9-F1-model_v4_0,0.89016235,0.77319586
AF-P20648-F1-model_v4_0,0.8952279,0.88372093
AF-Q9H2B2-F1-model_v4_0,0.3776001,0.075630255
AF-Q5SR56-F1-model_v4_0,0.85341555,0.31578952
AF-Q8TC20-F1-model_v4_0,0.897511,0.9611651
AF-Q8WXH5-F1-model_v4_0,0.88860905,0.62068963
AF-Q96DT5-F9-model_v4_0,0.72859937,0.075630255
AF-P17844-F1-model_v4_0,0.0029426715,0.027272727
AF-P25391-F2-model_v4_0,0.8972677,0.9611651
AF-Q8NH07-F1-model_v4_0,0.88145447,0.40298507
AF-Q99985-F1-model_v4_0,0.8967094,0.91818184
AF-Q8N4X5-F1-model_v4_0,0.6485403,0.075630255
AF-Q12834-F1-model_v4_0,0.8651827,0.3957243
AF-Q9NU53-F1-model_v4_0,0.89811933,0.9611651
AF-Q30KP8-F1-model_v4_0,0.89616287,0.91818184
AF-Q15025-F1-model_v4_0,0.8972428,0.9611651
AF-Q5TI25-F1-model_v4_0,0.89647436,0.91818184
AF-Q8IZU9-F1-model_v4_0,0.8956617,0.88372093
AF-Q9NWL6-F1-model_v4_0,0.89085996,0.77319586
AF-A0A0U1RRN3-F1-model_v4_0,0.0009629587,0.027272727
AF-Q9HC58-F1-model_v4_0,0.89749455,0.9611651
AF-Q9Y330-F1-model_v4_0,0.00047370055,0.0
AF-Q14457-F1-model_v4_0,0.8637049,0.33333334
AF-O75056-F1-model_v4_0,0.11712406,0.075630255
AF-Q9UN75-F1-model_v4_0,0.89791006,0.9611651
AF-O95178-F1-model_v4_0,0.8931807,0.86538464
AF-Q03001-F30-model_v4_0,0.89384365,0.88372093
AF-Q7Z4S6-F1-model_v4_0,0.89160913,0.77319586
AF-Q9NVZ3-F1-model_v4_0,0.00041915072,0.0
AF-Q9Y5E2-F1-model_v4_0,0.8995335,0.9611651
AF-P00742-F1-model_v4_0,0.89401436,0.88372093
AF-Q8WZ42-F16-model_v4_0,0.8944933,0.88372093
AF-Q8TAL5-F1-model_v4_0,0.89950883,0.9611651
AF-P50222-F1-model_v4_0,0.00038616447,0.0
AF-Q9NZ52-F1-model_v4_0,0.8854946,0.5
AF-Q9BWD3-F1-model_v4_0,0.0004067776,0.0
AF-Q8IVU3-F1-model_v4_0,0.8749776,0.40298507
AF-P29144-F1-model_v4_0,0.88252234,0.40298507
AF-Q8WZ42-F150-model_v4_0,0.8954335,0.88372093
AF-P11047-F1-model_v4_0,0.89743483,0.9611651
AF-Q9BSF4-F1-model_v4_0,0.89534,0.88372093
AF-Q8N3A8-F1-model_v4_0,0.8899343,0.77319586
AF-Q86UU0-F1-model_v4_0,0.89925164,0.9611651
AF-Q8NE22-F1-model_v4_0,0.00049902085,0.0
AF-O14776-F1-model_v4_0,0.8854696,0.5
AF-Q9BQ48-F1-model_v4_0,0.8983368,0.9611651
AF-O15265-F1-model_v4_0,0.029331122,0.05882353
AF-P0DMV8-F1-model_v4_0,0.8799024,0.40298507
AF-Q0VDD8-F11-model_v4_0,0.8928882,0.86538464
AF-A8K8V0-F1-model_v4_0,0.8959418,0.91818184
AF-A8K855-F1-model_v4_0,0.890811,0.77319586
AF-Q07075-F1-model_v4_0,0.89615196,0.91818184
AF-P0CF74-F1-model_v4_0,0.86874163,0.40298507
AF-P14651-F1-model_v4_0,0.0004596909,0.0
AF-B2RU33-F1-model_v4_0,0.8831296,0.40298507
AF-Q3KQZ1-F1-model_v4_0,0.83718383,0.31578952
AF-O15417-F2-model_v4_0,0.90119725,0.9611651
AF-Q06330-F1-model_v4_0,0.00046362664,0.0
AF-P56945-F1-model_v4_0,0.87980413,0.40298507
AF-Q9ULM6-F1-model_v4_0,0.88438207,0.5
AF-A0A0A0MT70-F1-model_v4_0,0.025762212,0.05882353
AF-Q9UBQ7-F1-model_v4_0,0.87714165,0.40298507
AF-Q7Z353-F1-model_v4_0,0.8817167,0.40298507
AF-Q8TDJ6-F7-model_v4_0,0.86304814,0.33333334
AF-P10745-F1-model_v4_0,0.89578074,0.88372093
AF-Q96NJ6-F1-model_v4_0,0.89841914,0.9611651
AF-Q6ZR08-F1-model_v4_0,0.89942235,0.9611651
AF-Q05932-F1-model_v4_0,0.6810759,0.075630255
AF-Q6IQ55-F1-model_v4_0,0.0005198115,0.0
AF-Q8TDW7-F14-model_v4_0,0.89807695,0.9611651
AF-Q9NX61-F1-model_v4_0,0.89682627,0.9455581
AF-Q9BQS8-F1-model_v4_0,0.8952556,0.88372093
AF-Q5BKX5-F1-model_v4_0,0.0017685428,0.027272727
AF-Q9UBM7-F1-model_v4_0,0.8989923,0.9611651
AF-Q06418-F1-model_v4_0,0.89268476,0.86538464
AF-Q9NY87-F1-model_v4_0,0.8944993,0.88372093
AF-Q8NDA2-F11-model_v4_0,0.8988425,0.9611651
AF-Q08426-F1-model_v4_0,0.6030131,0.075630255
AF-Q9UMN6-F6-model_v4_0,0.15297829,0.075630255
AF-Q9BWG6-F1-model_v4_0,0.90055203,0.9611651
AF-O00472-F1-model_v4_0,0.89740664,0.9611651
AF-P45877-F1-model_v4_0,0.7751744,0.2960319
AF-Q9NUJ7-F1-model_v4_0,0.89760655,0.9611651
AF-Q9BX97-F1-model_v4_0,0.8947738,0.88372093
AF-P08861-F1-model_v4_0,0.0055396995,0.035714287
AF-Q86XE0-F1-model_v4_0,0.89687514,0.9611651
AF-O15230-F6-model_v4_0,0.89721525,0.9611651
AF-Q9UPM6-F1-model_v4_0,0.8665729,0.40298507
AF-Q9NR48-F7-model_v4_0,0.8964637,0.91818184
AF-Q86WT6-F1-model_v4_0,0.8878422,0.62068963
AF-A6NLI5-F1-model_v4_0,0.69669527,0.075630255
AF-Q86SQ9-F1-model_v4_0,0.012604529,0.035714287
AF-Q9NYB9-F1-model_v4_0,0.89833057,0.9611651
AF-Q5VWT5-F1-model_v4_0,0.013798842,0.035714287
AF-Q9HCJ2-F1-model_v4_0,0.89612997,0.91818184
AF-P51692-F1-model_v4_0,0.8873169,0.62068963
AF-Q9NPP4-F1-model_v4_0,0.8239139,0.31578952
AF-Q5TGL8-F1-model_v4_0,0.00039946035,0.0
AF-P62328-F1-model_v4_0,0.89574414,0.88372093
AF-P46094-F1-model_v4_0,0.0009374245,0.027272727
AF-Q9Y2G2-F1-model_v4_0,0.87871116,0.40298507
AF-Q9NYW7-F1-model_v4_0,0.80966884,0.31578952
AF-Q92859-F1-model_v4_0,0.8950513,0.88372093
AF-A5PLL7-F1-model_v4_0,0.89397347,0.88372093
AF-Q5T7N8-F1-model_v4_0,0.8938391,0.88372093
AF-O60741-F1-model_v4_0,0.33372915,0.075630255
AF-Q149N8-F1-model_v4_0,0.8954333,0.88372093
AF-Q2NL68-F1-model_v4_0,0.896987,0.9611651
AF-Q17RP2-F1-model_v4_0,0.8416619,0.31578952
AF-Q9UJT9-F1-model_v4_0,0.8677205,0.40298507
AF-Q6PI47-F1-model_v4_0,0.89944124,0.9611651
AF-O60870-F1-model_v4_0,0.8851275,0.5
AF-Q8N5H3-F1-model_v4_0,0.88944423,0.77319586
AF-Q8NGJ1-F1-model_v4_0,0.83329976,0.31578952
AF-P31431-F1-model_v4_0,0.89410144,0.88372093
AF-O43924-F1-model_v4_0,0.83655465,0.31578952
AF-O96005-F1-model_v4_0,0.8983316,0.9611651
AF-Q6IPR3-F1-model_v4_0,0.37197542,0.075630255
AF-Q7Z4H4-F1-model_v4_0,0.8960581,0.91818184
AF-Q8WVC6-F1-model_v4_0,0.59575343,0.075630255
AF-Q5T749-F1-model_v4_0,0.8442439,0.31578952
AF-Q86WI1-F9-model_v4_0,0.8977077,0.9611651
AF-Q5TBA9-F6-model_v4_0,0.8927247,0.86538464
AF-P53778-F1-model_v4_0,0.030927325,0.05882353
AF-Q14517-F10-model_v4_0,0.8980572,0.9611651
AF-Q15751-F9-model_v4_0,0.8600938,0.31578952
AF-Q86UP6-F1-model_v4_0,0.89765656,0.9611651
AF-Q5TFG8-F1-model_v4_0,0.8833583,0.40298507
AF-Q12830-F8-model_v4_0,0.89941704,0.9611651
AF-Q9BRQ6-F1-model_v4_0,0.8971259,0.9611651
AF-Q9H9A5-F1-model_v4_0,0.88096154,0.40298507
AF-Q8WZ42-F55-model_v4_0,0.89342064,0.86538464
AF-Q8TAD4-F1-model_v4_0,0.8928234,0.86538464
AF-Q8N7L0-F1-model_v4_0,0.8984738,0.9611651
AF-Q9H7L9-F1-model_v4_0,0.890998,0.77319586
AF-Q9NYZ2-F1-model_v4_0,0.8910208,0.77319586
AF-P33241-F1-model_v4_0,0.9002371,0.9611651
AF-Q9Y5H3-F1-model_v4_0,0.8983391,0.9611651
AF-Q9H4M3-F1-model_v4_0,0.8928907,0.86538464
AF-P04733-F1-model_v4_0,0.0013727556,0.027272727
AF-Q9UQ26-F1-model_v4_0,0.88758874,0.62068963
AF-O95407-F1-model_v4_0,0.8928235,0.86538464
AF-Q92544-F1-model_v4_0,0.89990884,0.9611651
AF-Q9HCK0-F1-model_v4_0,0.6252999,0.075630255
AF-O75179-F1-model_v4_0,0.8893531,0.77319586
AF-Q8NGF7-F1-model_v4_0,0.878024,0.40298507
AF-P20585-F1-model_v4_0,0.0006040337,0.0
AF-Q9P217-F1-model_v4_0,0.8936542,0.86538464
AF-Q5VYX0-F1-model_v4_0,0.8657897,0.40298507
AF-P63096-F1-model_v4_0,0.0005063185,0.0
AF-Q9H251-F3-model_v4_0,0.8964321,0.91818184
AF-Q12907-F1-model_v4_0,0.8963902,0.91818184
AF-Q7Z5P9-F16-model_v4_0,0.8973236,0.9611651
AF-A6NDL7-F1-model_v4_0,0.0018491141,0.027272727
AF-Q86XR2-F1-model_v4_0,0.89616835,0.91818184
AF-Q16363-F1-model_v4_0,0.89872426,0.9611651
AF-Q9NP62-F1-model_v4_0,0.894116,0.88372093
AF-A3KFT3-F1-model_v4_0,0.8669672,0.40298507
AF-Q9Y2B0-F1-model_v4_0,0.0019110289,0.027272727
AF-Q7Z7F7-F1-model_v4_0,0.7810413,0.31578952
AF-P29992-F1-model_v4_0,0.00070033624,0.027272727
AF-O15287-F1-model_v4_0,0.8943682,0.88372093
AF-Q9HB58-F1-model_v4_0,0.89789605,0.9611651
AF-Q9H211-F1-model_v4_0,0.8858796,0.5
AF-Q9HCE3-F1-model_v4_0,0.89426214,0.88372093
AF-O95789-F1-model_v4_0,0.0021094028,0.027272727
AF-Q5VWC8-F1-model_v4_0,0.8939778,0.88372093
AF-Q14204-F18-model_v4_0,0.8730727,0.40298507
AF-P21453-F1-model_v4_0,0.88390934,0.5
AF-Q9HCQ5-F1-model_v4_0,0.8860052,0.5
AF-Q8TE73-F14-model_v4_0,0.8881854,0.62068963
AF-P13073-F1-model_v4_0,0.89994967,0.9611651
AF-Q9UKZ4-F5-model_v4_0,0.8964313,0.91818184
AF-Q9H7R5-F1-model_v4_0,0.89683104,0.9557922
AF-O14653-F1-model_v4_0,0.9009125,0.9611651
AF-Q9NRC6-F12-model_v4_0,0.89481395,0.88372093
AF-Q9Y6G5-F1-model_v4_0,0.121640764,0.075630255
AF-Q6ZTQ3-F1-model_v4_0,0.0014782724,0.027272727
AF-P12111-F1-model_v4_0,0.8944122,0.88372093
AF-O95479-F1-model_v4_0,0.8948115,0.88372093
AF-Q9Y6R7-F13-model_v4_0,0.89827204,0.9611651
AF-P86790-F1-model_v4_0,0.68603116,0.075630255
AF-P13984-F1-model_v4_0,0.89796925,0.9611651
AF-P16389-F1-model_v4_0,0.89291805,0.86538464
AF-Q96DM1-F1-model_v4_0,0.0064826165,0.035714287
AF-P35625-F1-model_v4_0,0.8966742,0.91818184
AF-P25800-F1-model_v4_0,0.7168471,0.075630255
AF-Q16254-F1-model_v4_0,0.8964331,0.91818184
AF-Q7RTV5-F1-model_v4_0,0.08724398,0.075630255
AF-Q9H0D6-F1-model_v4_0,0.8967563,0.91818184
AF-Q9NT68-F4-model_v4_0,0.89796007,0.9611651
AF-Q6A162-F1-model_v4_0,0.89859575,0.9611651
AF-P35555-F4-model_v4_0,0.90036684,0.9611651
AF-O75123-F1-model_v4_0,0.8970412,0.9611651
AF-P08519-F10-model_v4_0,0.8969846,0.9611651
AF-Q9UMR3-F1-model_v4_0,0.0010643866,0.027272727
AF-P28065-F1-model_v4_0,0.00040925486,0.0
AF-Q7Z407-F4-model_v4_0,0.8976485,0.9611651
AF-Q7Z3Y9-F1-model_v4_0,0.8973425,0.9611651
AF-Q99643-F1-model_v4_0,0.8984216,0.9611651
AF-P29475-F1-model_v4_0,0.88762236,0.62068963
AF-Q9HCB6-F1-model_v4_0,0.89903706,0.9611651
AF-Q6QN14-F1-model_v4_0,0.0005389623,0.0
AF-Q7Z5P9-F17-model_v4_0,0.8979465,0.9611651
AF-Q5JWR5-F1-model_v4_0,0.88179576,0.40298507
AF-Q9NPI5-F1-model_v4_0,0.88987345,0.77319586
AF-O95876-F1-model_v4_0,0.86746395,0.40298507
AF-Q8NF91-F28-model_v4_0,0.8914581,0.77319586
AF-Q9Y5G8-F1-model_v4_0,0.89749503,0.9611651
AF-Q7Z7J7-F1-model_v4_0,0.8978351,0.9611651
AF-P04003-F1-model_v4_0,0.89818674,0.9611651
AF-P0CJ89-F1-model_v4_0,0.0030793487,0.027272727
AF-O14756-F1-model_v4_0,0.87806714,0.40298507
AF-Q9UQB9-F1-model_v4_0,0.0008050542,0.027272727
AF-Q9Y2L5-F1-model_v4_0,0.8956529,0.88372093
AF-P51531-F1-model_v4_0,0.8900866,0.77319586
AF-P10827-F1-model_v4_0,0.85479695,0.31578952
AF-Q9Y679-F1-model_v4_0,0.897935,0.9611651
AF-Q96JC1-F1-model_v4_0,0.7391506,0.075630255
AF-Q8N127-F1-model_v4_0,0.8575072,0.31578952
AF-Q96DW6-F1-model_v4_0,0.88813823,0.62068963
AF-P09668-F1-model_v4_0,0.89615333,0.91818184
AF-Q9UHN6-F1-model_v4_0,0.895199,0.88372093
AF-Q9UKQ9-F1-model_v4_0,0.002022955,0.027272727
AF-O75356-F1-model_v4_0,0.65386504,0.075630255
AF-Q96RL7-F5-model_v4_0,0.8975226,0.9611651
AF-Q8TB92-F1-model_v4_0,0.0066096857,0.035714287
AF-Q8WZ42-F107-model_v4_0,0.8915075,0.77319586
AF-Q15828-F1-model_v4_0,0.8855999,0.5
AF-O43307-F1-model_v4_0,0.0014101705,0.027272727
AF-Q6UXZ4-F1-model_v4_0,0.884784,0.5
AF-B4DH59-F1-model_v4_0,0.89652646,0.91818184
AF-Q8IZ41-F1-model_v4_0,0.8742089,0.40298507
AF-Q8IVF5-F1-model_v4_0,0.8041875,0.31578952
AF-Q8WYK0-F1-model_v4_0,0.19324145,0.075630255
AF-Q9UBF6-F1-model_v4_0,0.00040762516,0.0
AF-O95447-F1-model_v4_0,0.9001769,0.9611651
AF-O75312-F1-model_v4_0,0.8507517,0.31578952
AF-P12111-F8-model_v4_0,0.894538,0.88372093
AF-Q96RU7-F1-model_v4_0,0.0006688457,0.0
AF-P55084-F1-model_v4_0,0.8900793,0.77319586
AF-Q8N688-F1-model_v4_0,0.8971634,0.9611651
AF-A7E2V4-F1-model_v4_0,0.89376754,0.88282466
AF-Q86VP1-F1-model_v4_0,0.89729977,0.9611651
AF-P11117-F1-model_v4_0,0.89789,0.9611651
AF-Q7LBR1-F1-model_v4_0,0.72096556,0.075630255
AF-P98088-F21-model_v4_0,0.89910036,0.9611651
AF-A8MVS5-F1-model_v4_0,0.89360034,0.86538464
AF-P21589-F1-model_v4_0,0.8953297,0.88372093
AF-Q96H20-F1-model_v4_0,0.8267981,0.31578952
AF-Q93084-F1-model_v4_0,0.82109565,0.31578952
AF-Q9BUX1-F1-model_v4_0,0.011571874,0.035714287
AF-Q05586-F1-model_v4_0,0.8928472,0.86538464
AF-Q8IV50-F1-model_v4_0,0.8229538,0.31578952
AF-P12111-F4-model_v4_0,0.895886,0.91818184
AF-Q96JN8-F1-model_v4_0,0.894341,0.88372093
AF-Q96QT6-F1-model_v4_0,0.89170474,0.77319586
AF-Q96M86-F13-model_v4_0,0.8943115,0.88372093
AF-P54821-F1-model_v4_0,0.7312814,0.075630255
AF-P40313-F1-model_v4_0,0.00947073,0.035714287
AF-Q6DT37-F1-model_v4_0,0.66986287,0.075630255
AF-Q6PUV4-F1-model_v4_0,0.90263826,0.9611651
AF-P60842-F1-model_v4_0,0.0010817781,0.027272727
AF-Q8TDB4-F1-model_v4_0,0.7102862,0.075630255
AF-Q9UIK5-F1-model_v4_0,0.89914364,0.9611651
AF-A6NNZ2-F1-model_v4_0,0.8593694,0.31578952
AF-P58012-F1-model_v4_0,0.046205014,0.05882353
AF-Q6P4D5-F1-model_v4_0,0.9002116,0.9611651
AF-Q9NPI9-F1-model_v4_0,0.8981066,0.9611651
AF-P43080-F1-model_v4_0,0.0005063065,0.0
AF-Q9Y6V0-F11-model_v4_0,0.90036386,0.9611651
AF-Q9BQS6-F1-model_v4_0,0.027647842,0.05882353
AF-Q9Y3D8-F1-model_v4_0,0.0009590185,0.027272727
AF-Q6P2H3-F1-model_v4_0,0.89656806,0.91818184
AF-Q32MQ0-F1-model_v4_0,0.7715476,0.12045218
AF-C9J2P7-F1-model_v4_0,0.00061828486,0.0
AF-B2RXF0-F1-model_v4_0,0.8968025,0.91818184
AF-Q07954-F12-model_v4_0,0.8977052,0.9611651
AF-Q9Y6B6-F1-model_v4_0,0.57128125,0.075630255
AF-Q8WXH0-F9-model_v4_0,0.8945257,0.88372093
AF-Q96G28-F1-model_v4_0,0.9006342,0.9611651
AF-Q96A47-F1-model_v4_0,0.8143084,0.31578952
AF-Q9UQ35-F5-model_v4_0,0.011136461,0.035714287
AF-O14773-F1-model_v4_0,0.89874953,0.9611651
AF-Q8N4S0-F1-model_v4_0,0.79652274,0.31578952
AF-Q6Q0C1-F1-model_v4_0,0.8726631,0.40298507
AF-O94933-F1-model_v4_0,0.89582574,0.901318
AF-Q14162-F1-model_v4_0,0.89891267,0.9611651
AF-O00522-F1-model_v4_0,0.8850003,0.5
AF-P51857-F1-model_v4_0,0.8885699,0.62068963
AF-P42574-F1-model_v4_0,0.69907665,0.075630255
AF-P00734-F1-model_v4_0,0.89938575,0.9611651
AF-P12272-F1-model_v4_0,0.90234756,0.9611651
AF-Q99569-F1-model_v4_0,0.6285675,0.075630255
AF-P04085-F1-model_v4_0,0.8666683,0.40298507
AF-Q8N4N8-F1-model_v4_0,0.037291672,0.05882353
AF-Q8NCW6-F1-model_v4_0,0.89174265,0.77319586
AF-Q9H1U4-F1-model_v4_0,0.89734644,0.9611651
AF-O14830-F1-model_v4_0,0.83625144,0.31578952
AF-Q5XG92-F1-model_v4_0,0.88734835,0.62068963
AF-O60763-F1-model_v4_0,0.89736253,0.9611651
AF-Q9BPV8-F1-model_v4_0,0.0403728,0.05882353
AF-P48788-F1-model_v4_0,0.8932087,0.86538464
AF-Q9GZV9-F1-model_v4_0,0.895979,0.91818184
AF-Q8NGG3-F1-model_v4_0,0.8947495,0.88372093
AF-Q5T4S7-F8-model_v4_0,0.8883004,0.62068963
AF-P20929-F24-model_v4_0,0.90029454,0.9611651
AF-P31150-F1-model_v4_0,0.008301783,0.035714287
AF-P0CG47-F1-model_v4_0,0.89564407,0.88372093
AF-Q96IL0-F1-model_v4_0,0.8987367,0.9611651
AF-Q13535-F1-model_v4_0,0.8926997,0.86538464
AF-P13647-F1-model_v4_0,0.897607,0.9611651
AF-P07315-F1-model_v4_0,0.47531155,0.075630255
AF-P62318-F1-model_v4_0,0.8061025,0.31578952
AF-O60486-F1-model_v4_0,0.8954802,0.88372093
AF-O43451-F1-model_v4_0,0.8962836,0.91818184
AF-O60814-F1-model_v4_0,0.63745224,0.075630255
AF-Q86SG3-F1-model_v4_0,0.8958775,0.91818184
AF-Q6UX72-F1-model_v4_0,0.87281805,0.40298507
AF-Q9UBY5-F1-model_v4_0,0.8745805,0.40298507
AF-Q16540-F1-model_v4_0,0.8676873,0.40298507
AF-Q63HQ2-F1-model_v4_0,0.89740497,0.9611651
AF-Q1AE95-F1-model_v4_0,0.9002229,0.9611651
AF-P38919-F1-model_v4_0,0.0008999573,0.027272727
AF-P08519-F16-model_v4_0,0.8989009,0.9611651
AF-Q8N137-F1-model_v4_0,0.8987373,0.9611651
AF-Q8TE73-F10-model_v4_0,0.71056414,0.075630255
AF-P45974-F1-model_v4_0,0.8066166,0.31578952
AF-P50613-F1-model_v4_0,0.7055836,0.075630255
AF-Q9NX52-F1-model_v4_0,0.89280903,0.86538464
AF-P21741-F1-model_v4_0,0.8947828,0.88372093
AF-P59543-F1-model_v4_0,0.841927,0.31578952
AF-Q16625-F1-model_v4_0,0.8981332,0.9611651
